Account Number,Property Address,Permit Codes,Permit Amt,Contrib Amt,Yr Built,Eff Yr Built,Addl Impr Amt,Num Stories,Tot Liv Area SF,Tot Living PSF,Living Area,Living Area PSF,Bldg Class,Desirability,Depr Pct,Market Val,Prior Mkt Val,Mkt Change Pct,Sale Date,Sale Desc,Adj Sale Price
Acct:65154624510380000,839 E BELT LINE RD,,,,1965,1965,,ONE STORY,768,$36.22 ,768,$36.22 ,2,FAIR,0.55,"$27,820 ","$27,820 ",0,,,
Acct:65120723510100000,107 E LANETT DR,,,,1957,1957,"$2,960 ",ONE STORY,1209,$34.56 ,1209,$34.56 ,2,GOOD,0.4,"$41,780 ","$41,780 ",0,,,
Acct:65120723510140000,513 LYNDALYN ST,,,,1950,1950,"$1,790 ",ONE STORY,852,$38.85 ,852,$38.85 ,2,FAIR,0.6,"$33,100 ","$33,100 ",0,,,
Acct:65112436810050000,401 S PARKS DR,,,,1935,1935,,ONE STORY,648,$46.00 ,648,$46.00 ,2,GOOD,0.45,"$29,810 ","$29,810 ",0,,,
Acct:65153719110290000,1037 SHERRY LN,,,,1925,1925,"$1,495 ",ONE STORY,674,$41.04 ,674,$41.04 ,2,FAIR,0.6,"$27,660 ","$23,370 ",18.3569,,,
Acct:65153719110190000,1287 SHERRY LN,,,,1950,1950,"$3,500 ",ONE STORY,1280,$48.44 ,1280,$48.44 ,2,AVERAGE,0.5,"$62,000 ","$34,450 ",79.971,2/4/14,AUCTION SALE,"$25,000 "
Acct:65112436510130000,409 E PARKERVILLE RD,,,,1945,1945,,ONE STORY,1100,$46.82 ,1100,$46.82 ,3,GOOD,0.45,"$51,500 ","$51,500 ",0,,,
Acct:65153719110300000,1120 SHERRY LN,,,,1960,1960,"$3,500 ",ONE STORY,1444,$27.94 ,1444,$27.94 ,3,FAIR,0.55,"$40,340 ","$40,270 ",0.1738,,,
Acct:65120722510210000,507 N CHATTEY RD,,,,1960,1960,"$1,000 ",ONE STORY,1724,$58.50 ,1724,$58.50 ,4,GOOD,0.45,"$100,860 ","$100,860 ",0,,,
Acct:65120722510020100,509 CHATTEY RD,,,,1945,1945,"$1,400 ",ONE STORY,2014,$65.73 ,2014,$65.73 ,4,VERY GOOD,0.4,"$132,380 ","$132,380 ",0,,,
Acct:65120722510250000,611 CHATTEY RD,,,,1943,1943,$200 ,ONE STORY,1312,$53.08 ,1312,$53.08 ,4,GOOD,0.45,"$69,640 ","$69,640 ",0,,,
